team1_player1,team1_player2,team1_player3,team1_player4,team1_player5,team1_player6,team1_player7,team1_player8,team1_player9,team1_player10,team1_player11,team2_players1,team2_players2,team2_players3,team2_players4,team2_players5,team2_players6,team2_players7,team2_players8,team2_players9,team2_players10,team2_players11,match_id
CM Edwards,L Winfield,SJ Taylor,NR Sciver,SE Rowe,DN Wyatt,A Brindle,AE Jones,JL Gunn,D Hazell,NE Farrant,Javeria Rauf,Asmavia Iqbal,Nain Abidi,Qanita Jalil,Bismah Maroof,Nahida Khan,Nida Dar,Sana Mir,Javeria Khan,Batool Fatima,Sadia Yousuf,627008
L Winfield,DN Wyatt,AE Jones,NR Sciver,SE Rowe,JL Gunn,D Hazell,A Brindle,CM Edwards,A Shrubsole,NE Farrant,Nahida Khan,Asmavia Iqbal,Javeria Khan,Nain Abidi,Bismah Maroof,Sana Mir,Nida Dar,Javeria Rauf,Batool Fatima,Sumaiya Siddiqi,Sadia Yousuf,627009
AA Obanda,T Mishra,MA Ouma,CO Obuya,RR Patel,RG Aga,NN Odhiambo,SO Ngoche,LN Oluoch,HA Varaiya,JO Ngoche,SJ Myburgh,MR Swart,TLW Cooper,Mudassar Bukhari,TN de Grooth,W Barresi,DLS van Bunge,TGJ Gruijters,PM Seelaar,MJG Rippon,Ahsan Malik,630951
H Davids,Q de Kock,F du Plessis,JP Duminy,AB de Villiers,DA Miller,D Wiese,WD Parnell,M Morkel,Imran Tahir,LL Tsotsobe,MDKJ Perera,TM Dilshan,LD Chandimal,KC Sangakkara,AD Mathews,BMAJ Mendis,HDRL Thirimanne,NLTC Perera,SMSM Senanayake,SL Malinga,BAW Mendis,635658
H Davids,Q de Kock,F du Plessis,JP Duminy,AB de Villiers,DA Miller,D Wiese,WD Parnell,M Morkel,Imran Tahir,LL Tsotsobe,MDKJ Perera,DPMD Jayawardene,LD Chandimal,KC Sangakkara,HDRL Thirimanne,AD Mathews,NLTC Perera,KMDN Kulasekara,SMSM Senanayake,SL Malinga,BAW Mendis,635659
H Davids,Q de Kock,F du Plessis,JP Duminy,AB de Villiers,DA Miller,D Wiese,WD Parnell,M Morkel,Imran Tahir,LL Tsotsobe,TM Dilshan,DPMD Jayawardene,MDKJ Perera,LD Chandimal,AD Mathews,NLTC Perera,HDRL Thirimanne,KMDN Kulasekara,SMSM Senanayake,BAW Mendis,RAS Lakmal,635660
CL White,AJ Finch,GJ Maxwell,GJ Bailey,CA Lynn,DT Christian,MC Henriques,MS Wade,NM Coulter-Nile,JR Hazlewood,JM Muirhead,AD Hales,MJ Lumb,LJ Wright,JE Root,EJG Morgan,JC Buttler,RS Bopara,TT Bresnan,SCJ Broad,JW Dernbach,DR Briggs,636164
CL White,AJ Finch,GJ Maxwell,GJ Bailey,BJ Hodge,CA Lynn,MS Wade,MA Starc,NM Coulter-Nile,JR Hazlewood,JM Muirhead,AD Hales,MJ Lumb,LJ Wright,JE Root,EJG Morgan,JC Buttler,RS Bopara,TT Bresnan,SCJ Broad,JC Tredwell,JW Dernbach,636165
CL White,AJ Finch,GJ Maxwell,BCJ Cutting,GJ Bailey,BJ Hodge,DT Christian,MS Wade,MA Starc,NM Coulter-Nile,JM Muirhead,LJ Wright,AD Hales,BA Stokes,JE Root,EJG Morgan,JC Buttler,RS Bopara,TT Bresnan,CJ Jordan,SCJ Broad,JW Dernbach,636166
MJ Lumb,AD Hales,LJ Wright,EJG Morgan,JC Buttler,RS Bopara,BA Stokes,TT Bresnan,SCJ Broad,JC Tredwell,JW Dernbach,DR Smith,CH Gayle,MN Samuels,LMP Simmons,AD Russell,DJ Bravo,D Ramdin,DJG Sammy,SP Narine,R Rampaul,S Badree,636536
MJ Lumb,AD Hales,MM Ali,EJG Morgan,JC Buttler,RS Bopara,LJ Wright,TT Bresnan,JC Tredwell,SD Parry,JW Dernbach,DR Smith,CH Gayle,MN Samuels,LMP Simmons,AD Russell,DJG Sammy,DJ Bravo,D Ramdin,R Rampaul,K Santokie,S Badree,636537
MJ Lumb,AD Hales,EJG Morgan,JC Buttler,RS Bopara,BA Stokes,MM Ali,CJ Jordan,JC Tredwell,SD Parry,JW Dernbach,DR Smith,J Charles,MN Samuels,LMP Simmons,DJ Bravo,AD Russell,D Ramdin,DJG Sammy,SP Narine,K Santokie,SS Cottrell,636538
CMA Shillington,IMHC Joyce,KJ Garth,CNIM Joyce,MV Waldron,L Delany,EJ Tice,EAJ Richardson,MEMO Scott-Hayward,LK O'Reilly,LN McCarthy,Nahida Khan,Javeria Khan,Nain Abidi,Bismah Maroof,Sana Mir,Nida Dar,Qanita Jalil,Batool Fatima,Iram Javed,Sumaiya Siddiqi,Sadia Yousuf,640947
CMA Shillington,IMHC Joyce,EAJ Richardson,MEMO Scott-Hayward,MV Waldron,L Delany,KJ Garth,SM Kavanagh,EJ Tice,LN McCarthy,LK O'Reilly,Javeria Rauf,Asmavia Iqbal,Nain Abidi,Bismah Maroof,Sana Mir,Nida Dar,Nahida Khan,Qanita Jalil,Iram Javed,Batool Fatima,Sadia Yousuf,644941
Nasir Jamshed,Ahmed Shehzad,Mohammad Hafeez,Umar Amin,Umar Akmal,Hammad Azam,Shahid Afridi,Zulfiqar Babar,Saeed Ajmal,Junaid Khan,Mohammad Irfan,J Charles,CH Gayle,MN Samuels,LMP Simmons,DJ Bravo,KA Pollard,DJG Sammy,SP Narine,S Badree,TL Best,ST Gabriel,645645
Ahmed Shehzad,Mohammad Hafeez,Umar Amin,Haris Sohail,Umar Akmal,Shahid Afridi,Hammad Azam,Sohail Tanvir,Zulfiqar Babar,Saeed Ajmal,Asad Ali,J Charles,CH Gayle,MN Samuels,LMP Simmons,DJ Bravo,SP Narine,KA Pollard,DJG Sammy,CD Barnwell,TL Best,S Badree,645647
AJ Finch,NJ Maddinson,SR Watson,GJ Bailey,GJ Maxwell,BJ Haddin,MC Henriques,NM Coulter-Nile,JP Faulkner,CJ McKay,XJ Doherty,RG Sharma,S Dhawan,SK Raina,V Kohli,Yuvraj Singh,MS Dhoni,RA Jadeja,R Ashwin,B Kumar,R Vinay Kumar,I Sharma,647247
AJ Finch,DA Warner,SR Watson,GJ Maxwell,GJ Bailey,BJ Hodge,BJ Haddin,GB Hogg,DT Christian,NM Coulter-Nile,MA Starc,HM Amla,Q de Kock,F du Plessis,F Behardien,DA Miller,LL Tsotsobe,JP Duminy,KJ Abbott,JA Morkel,WD Parnell,BE Hendricks,648681
AJ Finch,CL White,SR Watson,GJ Maxwell,GJ Bailey,BJ Hodge,BJ Haddin,MC Henriques,MA Starc,NM Coulter-Nile,GB Hogg,Q de Kock,HM Amla,F du Plessis,JP Duminy,AB de Villiers,DA Miller,JA Morkel,WD Parnell,BE Hendricks,LL Tsotsobe,Imran Tahir,648683
Ahmed Shehzad,Sohaib Maqsood,Shahid Afridi,Mohammad Hafeez,Shoaib Malik,Umar Akmal,Abdul Razzaq,Sohail Tanvir,Abdur Rehman,Saeed Ajmal,Mohammad Irfan,HM Amla,Q de Kock,F du Plessis,JP Duminy,AB de Villiers,DA Miller,R McLaren,WD Parnell,DW Steyn,LL Tsotsobe,Imran Tahir,649101
Nasir Jamshed,Ahmed Shehzad,Mohammad Hafeez,Shoaib Malik,Sohaib Maqsood,Umar Akmal,Abdul Razzaq,Shahid Afridi,Sohail Tanvir,Saeed Ajmal,Mohammad Irfan,Q de Kock,HM Amla,F du Plessis,AB de Villiers,DA Miller,H Davids,R McLaren,WD Parnell,DW Steyn,LL Tsotsobe,Imran Tahir,649103
Mohammad Shahzad,Nawroz Mangal,Asghar Stanikzai,Najibullah Zadran,Mohammad Nabi,Samiullah Shenwari,Mirwais Ashraf,Gulbadin Naib,Dawlat Zadran,Hamid Hassan,Shapoor Zadran,Ahmed Shehzad,Sharjeel Khan,Mohammad Hafeez,Umar Akmal,Sohaib Maqsood,Shahid Afridi,Umar Amin,Bilawal Bhatti,Sohail Tanvir,Zulfiqar Babar,Junaid Khan,657631
Sharjeel Khan,Ahmed Shehzad,Mohammad Hafeez,Umar Akmal,Sohaib Maqsood,Umar Amin,Shahid Afridi,Bilawal Bhatti,Sohail Tanvir,Saeed Ajmal,Usman Shinwari,TM Dilshan,MDKJ Perera,LD Chandimal,KC Sangakkara,AD Mathews,HDRL Thirimanne,NLTC Perera,KMDN Kulasekara,SMSM Senanayake,SL Malinga,BAW Mendis,657633
Ahmed Shehzad,Sharjeel Khan,Mohammad Hafeez,Sohaib Maqsood,Umar Akmal,Shahid Afridi,Umar Amin,Bilawal Bhatti,Sohail Tanvir,Saeed Ajmal,Usman Shinwari,MDKJ Perera,TM Dilshan,S Prasanna,KC Sangakkara,LD Chandimal,AD Mathews,HDRL Thirimanne,NLTC Perera,KMDN Kulasekara,SMSM Senanayake,SL Malinga,657635
Ahmed Shehzad,Nasir Jamshed,Mohammad Hafeez,Umar Amin,Sohaib Maqsood,Shahid Afridi,Anwar Ali,Sarfraz Ahmed,Saeed Ajmal,Sohail Tanvir,Mohammad Irfan,H Masakadza,V Sibanda,BRM Taylor,SC Williams,T Maruma,E Chigumbura,MN Waller,P Utseya,TL Chatara,SW Masakadza,BV Vitori,659545
Ahmed Shehzad,Nasir Jamshed,Mohammad Hafeez,Umar Amin,Sohaib Maqsood,Sarfraz Ahmed,Shahid Afridi,Anwar Ali,Zulfiqar Babar,Sohail Tanvir,Asad Ali,V Sibanda,H Masakadza,BRM Taylor,SC Williams,E Chigumbura,T Maruma,MN Waller,SW Masakadza,P Utseya,T Panyangara,BV Vitori,659547
Mohammad Shahzad,Nawroz Mangal,Karim Sadiq,Samiullah Shenwari,Shafiqullah,Mohammad Nabi,Najibullah Zadran,Gulbadin Naib,Hamid Hassan,Shapoor Zadran,Amir Hamza,W Barresi,SJ Myburgh,ES Szwarczynski,PW Borren,DLS van Bunge,BN Cooper,Mudassar Bukhari,MJG Rippon,PM Seelaar,PA van Meekeren,Ahsan Malik,660107
H Patel,R Gunasekera,Rizwan Cheema,A Bagai,AS Hansra,D Daesrath,HS Baidwan,JOA Gordon,Usman Limbada,Raza-ur-Rehman,Junaid Siddiqui,WTS Porterfield,PR Stirling,NJ O'Brien,KJ O'Brien,DT Johnston,GC Wilson,JF Mooney,MC Sorensen,AR Cusack,TJ Murtagh,GH Dockrell,660113
Mohammad Shahzad,Nawroz Mangal,Noor Ali Zadran,Mohammad Nabi,Samiullah Shenwari,Gulbadin Naib,Karim Sadiq,Najibullah Zadran,Dawlat Zadran,Amir Hamza,Shapoor Zadran,RD Berrington,CS MacLeod,MW Machan,KJ Coetzer,RML Taylor,SM Sharif,G Goudie,D Murphy,RM Haq,NM Carter,I Wardlaw,660123
SO Tikolo,AA Obanda,NN Odhiambo,CO Obuya,MA Ouma,TM Odoyo,RR Patel,RG Aga,SO Ngoche,E Otieno,HA Varaiya,RD Berrington,CS MacLeod,MW Machan,KJ Coetzer,RML Taylor,D Murphy,G Goudie,SM Sharif,RM Haq,NM Carter,I Wardlaw,660149
SJ Myburgh,MR Swart,W Barresi,ES Szwarczynski,BN Cooper,PW Borren,Mudassar Bukhari,MJG Rippon,PM Seelaar,PA van Meekeren,Ahsan Malik,RD Berrington,CS MacLeod,MW Machan,MA Leask,KJ Coetzer,RML Taylor,MH Cross,G Goudie,RM Haq,SM Sharif,NM Carter,660173
SO Tikolo,AA Obanda,NN Odhiambo,CO Obuya,MA Ouma,TM Odoyo,RR Patel,RG Aga,SO Ngoche,HA Varaiya,E Otieno,SJ Myburgh,MR Swart,W Barresi,PW Borren,BN Cooper,Mudassar Bukhari,ES Szwarczynski,MJG Rippon,TGJ Gruijters,PA van Meekeren,Ahsan Malik,660185
Mohammad Shahzad,Karim Sadiq,Noor Ali Zadran,Nawroz Mangal,Mohammad Nabi,Samiullah Shenwari,Najibullah Zadran,Shafiqullah,Mirwais Ashraf,Amir Hamza,Shapoor Zadran,SO Tikolo,NN Odhiambo,AA Obanda,DI Allan,CO Obuya,RR Patel,IA Karim,TM Odoyo,RG Aga,SO Ngoche,HA Varaiya,660203
R Gunasekera,Rizwan Cheema,Usman Limbada,A Bagai,AS Hansra,Raza-ur-Rehman,Hamza Tariq,Junaid Siddiqui,HS Baidwan,AS Dean,JOA Gordon,NN Odhiambo,SO Tikolo,DI Allan,CO Obuya,RR Patel,RG Aga,MA Ouma,IA Karim,SO Ngoche,NM Odhiambo,DM Gondaria,660209
SJ Myburgh,BN Cooper,W Barresi,MR Swart,ES Szwarczynski,PW Borren,DLS van Bunge,TGJ Gruijters,MJG Rippon,Mudassar Bukhari,Ahsan Malik,RD Berrington,CS MacLeod,MW Machan,MA Leask,RML Taylor,KJ Coetzer,MH Cross,SM Sharif,G Goudie,RM Haq,NM Carter,660223
Mohammad Shahzad,Nawroz Mangal,Mirwais Ashraf,Mohammad Nabi,Karim Sadiq,Gulbadin Naib,Samiullah Shenwari,Najibullah Zadran,Dawlat Zadran,Shapoor Zadran,Amir Hamza,WTS Porterfield,PR Stirling,KJ O'Brien,DT Johnston,GC Wilson,JF Mooney,MC Sorensen,JNK Shannon,AR Cusack,GH Dockrell,TJ Murtagh,660235
MJ Guptill,JD Ryder,BB McCullum,LRPL Taylor,C Munro,CJ Anderson,L Ronchi,NL McCullum,TG Southee,AF Milne,JDS Neesham,J Charles,LMP Simmons,ADS Fletcher,KOA Powell,DJ Bravo,AD Russell,CAK Walton,NO Miller,SP Narine,S Badree,TL Best,661695
MJ Guptill,JD Ryder,BB McCullum,LRPL Taylor,C Munro,CJ Anderson,L Ronchi,JDS Neesham,NL McCullum,AF Milne,MJ McClenaghan,LMP Simmons,J Charles,ADS Fletcher,DJ Bravo,CAK Walton,D Ramdin,AD Russell,JO Holder,NO Miller,SP Narine,TL Best,661697
Mohammad Shahzad,Karim Sadiq,Nawroz Mangal,Asghar Stanikzai,Mohammad Nabi,Samiullah Shenwari,Mirwais Ashraf,Hashmatullah Shahidi,Hamid Hassan,Shapoor Zadran,Amir Hamza,AA Obanda,MA Ouma,CO Obuya,IA Karim,RR Patel,RG Aga,NM Odhiambo,NN Odhiambo,SO Ngoche,HA Varaiya,E Otieno,662383
Mohammad Shahzad,Karim Sadiq,Afsar Zazai,Nawroz Mangal,Asghar Stanikzai,Mohammad Nabi,Samiullah Shenwari,Mirwais Ashraf,Hamid Hassan,Shapoor Zadran,Amir Hamza,CO Obuya,NN Odhiambo,RR Patel,IA Karim,MA Ouma,RG Aga,NM Odhiambo,DM Gondaria,SO Ngoche,HA Varaiya,E Otieno,662387
Fargana Hoque,Ayasha Rahman,Lata Mondal,Salma Khatun,Rumana Ahmed,Ritu Moni,Fahima Khatun,Nuzhat Tasnia,Panna Ghosh,Jahanara Alam,Lily Rani Biswas,L Lee,T Chetty,M du Preez,M Kapp,A le Breton,S Ismail,MM Letsoalo,S Loubser,S Luus,Y Potgieter,D van Niekerk,664293
Ayasha Rahman,Rumana Ahmed,Lata Mondal,Salma Khatun,Fargana Hoque,Ritu Moni,Panna Ghosh,Nuzhat Tasnia,Khadija Tul Kubra,Shaila Sharmin,Shathira Jakir,L Lee,T Chetty,M du Preez,M Kapp,A le Breton,D van Niekerk,MM Letsoalo,S Loubser,S Luus,Y Potgieter,S Ismail,664295
EJ Villani,AJ Healy,MM Lanning,JE Cameron,AJ Blackwell,EA Perry,JL Jonassen,EA Osborne,RM Farrell,JL Hunter,HL Ferling,CM Edwards,DN Wyatt,SJ Taylor,LS Greenway,NR Sciver,A Brindle,AE Jones,L Winfield,D Hazell,GA Elwiss,KL Cross,666047
AJ Healy,EJ Villani,MM Lanning,NE Bolton,AJ Blackwell,JL Jonassen,EA Osborne,RM Farrell,EA Perry,ML Schutt,HL Ferling,CM Edwards,L Winfield,SJ Taylor,LS Greenway,NR Sciver,A Brindle,DN Wyatt,D Hazell,JL Gunn,GA Elwiss,KL Cross,666049
JJ Roy,AD Hales,MM Ali,JE Root,EJG Morgan,JC Buttler,RS Bopara,CR Woakes,JC Tredwell,ST Finn,HF Gurney,AM Rahane,S Dhawan,V Kohli,SK Raina,MS Dhoni,RA Jadeja,AT Rayudu,R Ashwin,KV Sharma,MM Sharma,Mohammed Shami,667731
MA Carberry,AD Hales,IR Bell,JE Root,EJG Morgan,JC Buttler,RS Bopara,CJ Jordan,CR Woakes,JC Tredwell,HF Gurney,TM Dilshan,MDKJ Perera,KDK Vithanage,HDRL Thirimanne,LD Chandimal,AD Mathews,NLTC Perera,KMDN Kulasekara,SMSM Senanayake,SL Malinga,RAS Lakmal,667887
L Lee,T Chetty,M du Preez,M Kapp,D van Niekerk,S Luus,CL Tryon,S Ismail,S Loubser,MM Letsoalo,A le Breton,AC Jayangani,HML Madushani,HASD Siriwardene,BYA Mendis,LE Kaushalya,SDNS Karunaratne,MADD Surangika,HAM Samuddika,CR Seneviratna,KDU Prabodhani,HHC Gunaratne,668515
L Lee,T Chetty,M du Preez,M Kapp,D van Niekerk,A le Breton,S Luus,S Ismail,S Loubser,M Daniels,MM Letsoalo,AC Jayangani,HML Madushani,BYA Mendis,HASD Siriwardene,LE Kaushalya,SS Weerakkody,RS Vandort,HAM Samuddika,CR Seneviratna,KDU Prabodhani,HHC Gunaratne,668517
L Lee,T Chetty,M du Preez,M Kapp,D van Niekerk,CL Tryon,S Loubser,S Ismail,Y Potgieter,MM Letsoalo,M Daniels,AC Jayangani,HML Madushani,BYA Mendis,HASD Siriwardene,SS Weerakkody,LE Kaushalya,CR Seneviratna,HAM Samuddika,RS Vandort,KDU Prabodhani,HHC Gunaratne,668519
Shamsur Rahman,Ziaur Rahman,Mominul Haque,Mushfiqur Rahim,Naeem Islam,Nasir Hossain,Mahmudullah,Sohag Gazi,Mashrafe Mortaza,Abdur Razzak,Al-Amin Hossain,AP Devcich,HD Rutherford,LRPL Taylor,C Munro,CJ Anderson,L Ronchi,NL McCullum,TWM Latham,KD Mills,TG Southee,MJ McClenaghan,668959
HD Rutherford,AP Devcich,NT Broom,TWM Latham,C Munro,L Ronchi,NL McCullum,RJ Nicol,AM Ellis,KD Mills,MJ McClenaghan,DPMD Jayawardene,TM Dilshan,MDKJ Perera,KC Sangakkara,AD Mathews,LD Chandimal,NLTC Perera,RLB Rambukwella,KMDN Kulasekara,SL Malinga,BAW Mendis,668969
Mohammad Shahzad,Najeeb Tarakai,Gulbadin Naib,Nawroz Mangal,Mohammad Nabi,Karim Sadiq,Shafiqullah,Samiullah Shenwari,Dawlat Zadran,Shapoor Zadran,Aftab Alam,Tamim Iqbal,Anamul Haque,Shakib Al Hasan,Mushfiqur Rahim,Sabbir Rahman,Nasir Hossain,Mahmudullah,Farhad Reza,Mashrafe Mortaza,Al-Amin Hossain,Abdur Razzak,682897
Irfan Ahmed,Waqas Barkat,JJ Atkinson,Babar Hayat,MS Chapman,Nizakat Khan,Tanwir Afzal,Aizaz Khan,Najeeb Amar,Haseeb Amjad,Nadeem Ahmed,SP Khakurel,Sagar Pun,G Malla,P Khadka,B Bhandari,S Vesawkar,B Regmi,NB Budayair,SP Gauchan,Sompal Kami,JK Mukhiya,682899
WTS Porterfield,PR Stirling,EC Joyce,AD Poynter,GC Wilson,KJ O'Brien,SR Thompson,MC Sorensen,AR Cusack,GH Dockrell,AR McBrine,H Masakadza,Sikandar Raza,BRM Taylor,SC Williams,V Sibanda,E Chigumbura,T Maruma,P Utseya,T Panyangara,TL Chatara,T Kamungozi,682901
SJ Myburgh,MR Swart,W Barresi,TLW Cooper,PW Borren,BN Cooper,LV van Beek,Mudassar Bukhari,T van der Gugten,PM Seelaar,Ahsan Malik,Amjad Ali,Faizan Asif,Khurram Khan,SP Patil,Shaiman Anwar,Rohan Mustafa,Amjad Javed,V Shetty,EHSN Silva,Kamran Shazad,AM Guruge,682903
Najeeb Tarakai,Mohammad Shahzad,Asghar Stanikzai,Shafiqullah,Mohammad Nabi,Najibullah Zadran,Samiullah Shenwari,Gulbadin Naib,Amir Hamza,Dawlat Zadran,Shapoor Zadran,Irfan Ahmed,Waqas Barkat,JJ Atkinson,MS Chapman,Babar Hayat,Nizakat Khan,Munir Dar,Tanwir Afzal,Haseeb Amjad,Aizaz Khan,Nadeem Ahmed,682905
Tamim Iqbal,Anamul Haque,Sabbir Rahman,Shakib Al Hasan,Mushfiqur Rahim,Nasir Hossain,Mahmudullah,Farhad Reza,Mashrafe Mortaza,Al-Amin Hossain,Abdur Razzak,SP Khakurel,Sagar Pun,G Malla,P Khadka,S Vesawkar,B Bhandari,B Regmi,NB Budayair,SP Gauchan,Sompal Kami,JK Mukhiya,682907
MR Swart,SJ Myburgh,W Barresi,PW Borren,TLW Cooper,BN Cooper,Mudassar Bukhari,LV van Beek,T van der Gugten,PM Seelaar,Ahsan Malik,H Masakadza,Sikandar Raza,BRM Taylor,E Chigumbura,SC Williams,V Sibanda,T Maruma,P Utseya,T Panyangara,TL Chatara,N M'shangwe,682909
WTS Porterfield,PR Stirling,EC Joyce,KJ O'Brien,AD Poynter,GC Wilson,SR Thompson,MC Sorensen,AR Cusack,GH Dockrell,TJ Murtagh,Amjad Ali,Faizan Asif,Khurram Khan,SP Patil,Shaiman Anwar,Amjad Javed,Rohan Mustafa,V Shetty,Ahmed Raza,Kamran Shazad,Sharif Asadullah,682911
Mohammad Shahzad,Karim Sadiq,Najibullah Zadran,Nawroz Mangal,Shafiqullah,Mohammad Nabi,Asghar Stanikzai,Samiullah Shenwari,Mirwais Ashraf,Dawlat Zadran,Shapoor Zadran,SP Khakurel,Sagar Pun,G Malla,P Khadka,S Vesawkar,B Bhandari,NB Budayair,B Regmi,SP Gauchan,Sompal Kami,JK Mukhiya,682913
Tamim Iqbal,Anamul Haque,Sabbir Rahman,Shakib Al Hasan,Mushfiqur Rahim,Nasir Hossain,Mahmudullah,Farhad Reza,Abdur Razzak,Rubel Hossain,Al-Amin Hossain,Waqas Barkat,Irfan Ahmed,JJ Atkinson,MS Chapman,Babar Hayat,Nizakat Khan,Munir Dar,Tanwir Afzal,Haseeb Amjad,Nadeem Ahmed,Ehsan Nawaz,682915
Shaiman Anwar,Faizan Asif,Khurram Khan,SP Patil,Rohan Mustafa,Amjad Ali,Amjad Javed,Ahmed Raza,EHSN Silva,Kamran Shazad,AM Guruge,H Masakadza,Sikandar Raza,BRM Taylor,SC Williams,V Sibanda,E Chigumbura,T Maruma,P Utseya,T Panyangara,TL Chatara,N M'shangwe,682917
WTS Porterfield,PR Stirling,EC Joyce,AD Poynter,KJ O'Brien,GC Wilson,SR Thompson,AR Cusack,AR McBrine,TJ Murtagh,GH Dockrell,PW Borren,SJ Myburgh,W Barresi,LV van Beek,TLW Cooper,BN Cooper,MR Swart,Mudassar Bukhari,T van der Gugten,PM Seelaar,Ahsan Malik,682919
RG Sharma,S Dhawan,V Kohli,Yuvraj Singh,SK Raina,MS Dhoni,R Ashwin,RA Jadeja,A Mishra,B Kumar,Mohammed Shami,Kamran Akmal,Ahmed Shehzad,Mohammad Hafeez,Umar Akmal,Shoaib Malik,Shahid Afridi,Sohaib Maqsood,Bilawal Bhatti,Umar Gul,Saeed Ajmal,Junaid Khan,682921
Q de Kock,HM Amla,JP Duminy,AB de Villiers,DA Miller,JA Morkel,F Behardien,DW Steyn,M Morkel,Imran Tahir,LL Tsotsobe,MDKJ Perera,TM Dilshan,DPMD Jayawardene,KC Sangakkara,AD Mathews,LD Chandimal,NLTC Perera,KMDN Kulasekara,SMSM Senanayake,BAW Mendis,SL Malinga,682923
MJ Lumb,AD Hales,MM Ali,EJG Morgan,JC Buttler,RS Bopara,CJ Jordan,TT Bresnan,SCJ Broad,JC Tredwell,JW Dernbach,MJ Guptill,KS Williamson,BB McCullum,LRPL Taylor,C Munro,CJ Anderson,L Ronchi,NL McCullum,TG Southee,KD Mills,MJ McClenaghan,682925
DA Warner,AJ Finch,SR Watson,GJ Maxwell,GJ Bailey,BJ Hodge,BJ Haddin,NM Coulter-Nile,MA Starc,GB Hogg,DE Bollinger,Ahmed Shehzad,Kamran Akmal,Mohammad Hafeez,Umar Akmal,Sohaib Maqsood,Shahid Afridi,Shoaib Malik,Bilawal Bhatti,Umar Gul,Zulfiqar Babar,Saeed Ajmal,682927
RG Sharma,S Dhawan,V Kohli,Yuvraj Singh,SK Raina,MS Dhoni,R Ashwin,RA Jadeja,A Mishra,B Kumar,Mohammed Shami,DR Smith,CH Gayle,MN Samuels,LMP Simmons,DJ Bravo,DJG Sammy,AD Russell,SP Narine,D Ramdin,S Badree,K Santokie,682929
MJ Guptill,KS Williamson,BB McCullum,LRPL Taylor,C Munro,CJ Anderson,L Ronchi,NL McCullum,TG Southee,KD Mills,MJ McClenaghan,Q de Kock,HM Amla,F du Plessis,AB de Villiers,JP Duminy,DA Miller,JA Morkel,DW Steyn,M Morkel,Imran Tahir,LL Tsotsobe,682931
SJ Myburgh,MR Swart,W Barresi,TLW Cooper,PW Borren,BN Cooper,Mudassar Bukhari,LV van Beek,PM Seelaar,T van der Gugten,Ahsan Malik,MDKJ Perera,TM Dilshan,DPMD Jayawardene,KC Sangakkara,LD Chandimal,AD Mathews,NLTC Perera,KMDN Kulasekara,SMSM Senanayake,BAW Mendis,SL Malinga,682933
Tamim Iqbal,Anamul Haque,Mominul Haque,Shakib Al Hasan,Mushfiqur Rahim,Sabbir Rahman,Mahmudullah,Ziaur Rahman,Sohag Gazi,Mashrafe Mortaza,Al-Amin Hossain,DR Smith,CH Gayle,LMP Simmons,MN Samuels,DJG Sammy,AD Russell,DJ Bravo,D Ramdin,SP Narine,S Badree,K Santokie,682935
SJ Myburgh,MR Swart,W Barresi,PW Borren,TLW Cooper,BN Cooper,Mudassar Bukhari,PM Seelaar,LV van Beek,T van der Gugten,Ahsan Malik,HM Amla,Q de Kock,F du Plessis,AB de Villiers,JA Morkel,JP Duminy,DA Miller,DW Steyn,BE Hendricks,Imran Tahir,LL Tsotsobe,682937
MJ Lumb,AD Hales,MM Ali,EJG Morgan,JC Buttler,RS Bopara,TT Bresnan,CJ Jordan,SCJ Broad,JC Tredwell,JW Dernbach,TM Dilshan,MDKJ Perera,DPMD Jayawardene,NLTC Perera,KC Sangakkara,AD Mathews,LD Chandimal,KMDN Kulasekara,SMSM Senanayake,BAW Mendis,SL Malinga,682939
AJ Finch,DA Warner,SR Watson,GJ Maxwell,GJ Bailey,BJ Hodge,JP Faulkner,BJ Haddin,MA Starc,JM Muirhead,DE Bollinger,DR Smith,CH Gayle,LMP Simmons,MN Samuels,DJ Bravo,DJG Sammy,D Ramdin,AD Russell,SP Narine,S Badree,K Santokie,682941
Tamim Iqbal,Anamul Haque,Shamsur Rahman,Shakib Al Hasan,Mushfiqur Rahim,Nasir Hossain,Mahmudullah,Ziaur Rahman,Mashrafe Mortaza,Sohag Gazi,Al-Amin Hossain,RG Sharma,S Dhawan,V Kohli,MS Dhoni,SK Raina,Yuvraj Singh,R Ashwin,RA Jadeja,A Mishra,B Kumar,Mohammed Shami,682943
SJ Myburgh,MR Swart,W Barresi,PW Borren,TLW Cooper,BN Cooper,LV van Beek,Mudassar Bukhari,T van der Gugten,PM Seelaar,Ahsan Malik,MJ Guptill,KS Williamson,BB McCullum,LRPL Taylor,CJ Anderson,JDS Neesham,L Ronchi,NL McCullum,TA Boult,KD Mills,MJ McClenaghan,682945
AD Hales,MJ Lumb,MM Ali,EJG Morgan,JC Buttler,RS Bopara,CJ Jordan,TT Bresnan,SCJ Broad,JC Tredwell,JW Dernbach,HM Amla,Q de Kock,AB de Villiers,JP Duminy,DA Miller,JA Morkel,F Behardien,DW Steyn,BE Hendricks,Imran Tahir,WD Parnell,682947
